id,title,abstract
27549,"Biomass 2 grass species in competition experiment in soils conditioned at 5 grassland plant, LandUseFeedabck, 2019","Under natural conditions, aboveground herbivory, competition and plant-soil feedbacks (PSFs) are omnipresent interactions strongly affecting individual plant performance and community composition. Although recent research suggests that the intensity of aboveground insect herbivory influence the outcome of these PSFs, it is unclear whether the PSF process itself is impacted by the level of herbivore damage as well as the competition between species. Therefore, we performed a standardized comparative PSF experiment in five grasslands that differed in land-use related intensity of aboveground herbivory."
27550,"Plant-soil feedback values of 2 grasses in PSF-field-experiment, LandUseFeedback, Hainich 2019","Under natural conditions, aboveground herbivory and plant-soil feedbacks (PSFs) are omnipresent interactions strongly affecting individual plant performance and community composition. Although recent research suggests that the intensity of aboveground insect herbivory influence the outcome of these PSFs, it is unclear whether the PSF process itself is impacted by the level of herbivore damage. Therefore, we performed a standardized comparative PSF experiment in seven grasslands that differed in land-use related intensity of aboveground herbivory."
27551,"Plant-soil feedback values in experimentally and naturally conditioned soils of 7 grasslands, LandUseFeedback, 2019","In plant-soil feedback research it remains poorly understood whether experimental soil conditioning really reflects the soil conditioning effects in nature. Therefore, we tested whether experimental soil conditioning yielded in similar results compared to natural soil conditioing."
27566,"Nematode communities in sapwood and heartwood of the BELongDead logs (selection cutting, Hainich NP, 2014)","Sapwood and heartwood nematode communities of 13 different deadwood tree species were investigated (BELongDead-Experiment, selection cutting HEW7, HEW8, HEW9) using an amplicon-sequencing analysis.
Here we provide the relative abundances of all observed OTUs. These include not only sequences assigned to the Phylum Nematoda but also other non-target groups as we discuss this ratio in the related manuscript. The data are non-rarefied."
27568,"Acoustic diversity index based on environmental sound recordings on all forest EPs, HAI, 2016","Indices of acoustic diversity have been shown to correlate with vegetation structure, species richness of various taxa and landscape composition. Further acoustic monitoring is applicable across large spatial and temporal scales. It thus has a high potential for large scale ecosystem monitoring. Nonetheless the drivers of acoustic diversity in relation to land-use and landscape composition are yet not well understood. The acoustic niche hypothesis postulates that a higher organismic diversity should result in a higher acoustic richness and complexity. Land-use intensity affects biodiversity in various ways and therefore could have an indirect effect on acoustic diversity. This relationship is hypothesized to be modified by abiotic factors such as temperature and rain as well as noise from nearby roads and machinery mediated by altered calling behavior of vocalizing animals.
To test this conceptual framework we set up autonomous recording systems to record 1 minute every ten in grassland and forest plots established as long term research plots along a land-use and biodiversity gradient in three regions in Germany. We calculated the acoustic diversity index - ADI - to test these relationships."
27569,"Acoustic diversity index based on environmental sound recordings on all forest EPs, Alb, 2016","Indices of acoustic diversity have been shown to correlate with vegetation structure, species richness of various taxa and landscape composition. Further acoustic monitoring is applicable across large spatial and temporal scales. It thus has a high potential for large scale ecosystem monitoring. Nonetheless the drivers of acoustic diversity in relation to land-use and landscape composition are yet not well understood. The acoustic niche hypothesis postulates that a higher organismic diversity should result in a higher acoustic richness and complexity. Land-use intensity affects biodiversity in various ways and therefore could have an indirect effect on acoustic diversity. This relationship is hypothesized to be modified by abiotic factors such as temperature and rain as well as noise from nearby roads and machinery mediated by altered calling behavior of vocalizing animals.
To test this conceptual framework we set up autonomous recording systems to record 1 minute every ten in grassland and forest plots established as long term research plots along a land-use and biodiversity gradient in three regions in Germany. We calculated the acoustic diversity index - ADI - to test these relationships."
27570,"Acoustic diversity index based on environmental sound recordings on all forest EPs, SCH, 2016","Indices of acoustic diversity have been shown to correlate with vegetation structure, species richness of various taxa and landscape composition. Further acoustic monitoring is applicable across large spatial and temporal scales. It thus has a high potential for large scale ecosystem monitoring. Nonetheless the drivers of acoustic diversity in relation to land-use and landscape composition are yet not well understood. The acoustic niche hypothesis postulates that a higher organismic diversity should result in a higher acoustic richness and complexity. Land-use intensity affects biodiversity in various ways and therefore could have an indirect effect on acoustic diversity. This relationship is hypothesized to be modified by abiotic factors such as temperature and rain as well as noise from nearby roads and machinery mediated by altered calling behavior of vocalizing animals.
To test this conceptual framework we set up autonomous recording systems to record 1 minute every ten in grassland and forest plots established as long term research plots along a land-use and biodiversity gradient in three regions in Germany. We calculated the acoustic diversity index - ADI - to test these relationships."
27586,Raw plant trait data from TRY,"This dataset is the raw data from TRY (request n°11741, requested in September 2020) used to estimate trait values for all species in the exploratories. Traits include surface leaf area (SLA), plant height, SSD, seed mass, leaf N, leaf P, leaf dry matter content (LDMC), mycorrhizal infection intensity, and mycorrhizal type. 
                             
This raw  data is provided as a reference, but users are advised to use the cleaned version of the data, in which species names are matched to species used in the exploratories.

Clean data can be found in datasets 27610 (species trait data), and 27606 (community-weighted mean data).

The full description of the cleaning and matching processes, along with sensitivity analyses, can be found in dataset 27607. The code to reproduce the results (using this dataset as input) is referenced in dataset 27609."
27606,Community-weighted mean for plant above-ground traits - 300 forest and grassland EPs - 2008-2018,"This dataset provides community-weighted means for major above-ground plant traits.

Traits include Surface Leaf Area (with petiole (SLA_with_petiole) or undefined if with or without petiole (SLA)), Leaf Dry Matter Content (LDMC), leaf N content, leaf P content, plant height and seed mass.

The dataset also provides ""coverage"" data as a quality indicator, i.e. the proportion of cover in each plot and for each trait for which trait values were available (1 = all the cover was accounted for; 0 = no trait data for any of the species found in this plot). It is recommended to set a 'minimum coverage' threshold (e.g., coverage > 60%) to insure the quality of the analyses.

*** Please cite TRY as the primary trait data source ***
Kattge, J, Boenisch, G, Diaz, S, et al. TRY plant trait database - enhanced coverage and open access. Glob Change Biol. 2020; 26: 119-188. https://doi.org/10.1111/gcb.14904 as the TRY reference."
27607,Protocol for cleaning and matching TRY trait data (with sensitivity analyses),"We aggregated TRY data and matched it to species names found in the Biodiversity Exploratories. This document details the protocol that was used. The corresponding R code and final data can be found in dataset 27609 and 27610.

It also presents the results of some sensitivity analyses for the main decisions made during the process (i.e. effect of restricting by geographic origin and growing conditions, and using or not synonyms in the assignement of trait values from TRY)."
27608,Community-weighted mean for plant below-ground traits - 300 forest and grassland EPs - 2008-2018,"This dataset provides community-weighted means for below-ground plant traits.

Traits include specific root length, root weight ratio (= root system biomass/total plant biomass), rooting depth, fine roots diameter, root tissue density and mycorrhizal infection intensity.

The dataset also provides ""coverage"" data as a quality indicator, i.e. the proportion of cover in each plot and for each trait for which trait values were available (1 = all the cover was accounted for; 0 = no trait data for any of the species found in this plot). A threshold of 1% coverage was applied, under which CWM values were not calculated. It is recommended to use a higher threshold (e.g. >60%) for further analyses.

!!! Warning: the species included in the original datasets were mostly grassland species, e.g. excluding most tree species, so forests plots usually have low coverage and should be analysed with caution."
27609,R script used to clean and match plant trait data,"This script was used to clean raw TRY data (for above-ground traits) and trait data measured in the Biodiversity Exploratories (for most below-ground traits) and match it to species names used in the Biodiversity Exploratories.

It also contains the code used to measure community-weighted means in both grassland and forest plots.

The datasets necessary to run the analysis are detailed in the script."
27610,"Trait data for all plant species, cleaned and aggregated from TRY","We cleaned and aggregated trait data for most plant species found in the Biodiversity Exploratories, from the TRY database."
27611,Plant species list used for aggregating trait data,"We aggregated all species names (including synonyms based on the plant list, spelling variations, etc) currently used in the Biodiversity Exploratories and homogenised the format. We also matched aggregated species names with the different species they represent.

This table is not intended to be used by itself, but as a raw data to re-run trait analyses (R script can be found in dataset 27609, detailed protocol dataset 27607) to reproduce species trait data (datasets 27610) and community-weighted mean (datasets 27606 and 27608)."
27646,"Soil microbial phospholipid fatty acids (PLFAs) and soil enzyme activities measured on 10 SADE plots in the ALB, 2015-2018, cooperation SADE-SCALEMIC","Cooperation SADE-Scalemic:
SADE = seed addition and disturbance experiment.
One 7m x 7m control plot, one 7m x 7m plot with seed addition, one 7m x 7m with disturbanc (rotary cultivation), one 7m x 7m with seed addition and disturbance. The experiment addresses ecosystem resilience by assessing how fast grassland ecosystems including all their functions and processes recover after drastic disturbance and return to the initial conditions, in dependency on pre-disturbance diversity and land-use intensity. On the other hand, we will determine to what degree seeding of non-resident species can increase the local plant diversity and how such an increase may benefit ecosystem services such as yield, forage quality, pollination or carbon fixation. The seeding also allows one to estimate to what degree the current diversity of grassland is limited by a restricted dispersal capacity of plant species. Finally, the experiment tests the adaptive potential of grasslands to future climatic changes and extreme weather events, because a higher diversity of the vegetation could be associated with a higher resilience of the system. (Source: http://www.biodiversity-exploratories.de/en/projects/current-projects/plants/sade/)

This dataset contains the data that was analysed on soil samples of the years 2015, 2016, 2017 and 2018 on 10 selected SADE plots in the Schwäbische Alb."
27666,Plant community properties for all grassland EP's 2008-2015,"In order to compare plant communities of biodiversity ecosystem functioning experiments and related real-world systems, Exploratories grasslands were used as a real-world counterpart for the Jena Experiment. Several plant community properties were calculated based on annual plant species specific cover data."
27706,Assembled species information from grassland EPs (2008-2020) for multidiversity synthesis - November 2020,"A dataset including information on each species found in the in grassland EPs. It provides information on broad taxonomic classification, trophic level and functional role of each species.

This is an updated and more complete version of datasets 21726 and 25646. 
This dataset is connected to dataset 27707 (raw abundance/presence-absence) by the ""Species"" column.

The script used to update this dataset from the previous version is available at: https://github.com/biodiversity-exploratories-synthesis/Synthesis_dataset_diversity_grassland
The first lines of the script describe the changes that have been made to the dataset.

Manual. We have prepared a document the describes how to handle the datasets, provides tips and outlines the common issues when analysing the data: https://github.com/biodiversity-exploratories-synthesis/Synthesis_dataset_manual


Merge and use. We also provide an R script (ID 22046) to help merging this dataset with dataset 27707 (raw abundance/presence-absence) and calculate various metrics (richness, abundance, diversity and multidiversity. Please consider this script as an example and use it carefully. Many decisions on how to calculate these metrics are dependent on the research question. Please refer to the manual for more information.

IMPORTANT - PLEASE READ CAREFULLY: 
- Please read carefully the metadata of each single dataset included in the present dataset before use. Some groups were measured by different researchers with different protocols and different years.
- When aggregating by e.g. Trophic_level, make sure that the information from different groups was collected on the SAME plots.
- When aggregating, in particular for abundance information, make sure that the methods are comparable.
- For soil bacteria, fungi and protists: we provide the number of OTUs for (e.g.) rarefaction purposes but do not use this as abundance information.
- For soil bacteria and fungi: missing combinations of plots X species are not NAs but zeros, they were not added to the dataset to limit its size (but note that bacteria miss plots AEG33 AEG34, these are NAs).
- For other groups plots with missing information (e.g. non measured plot) were removed from the dataset to reduce its size. For use in matrix format (plot x species) please fill missing information with NA's (and not zeros).
- Ant data is provided as presence/absence but abundance data is also available in BExIS.
- When using information on functional and trophic groups for snails, please cite:
Falkner, G., Obrdlík, P., Castella, E., Speight, M. C. D. (2001). Shelled Gastropoda of Western Europe. Friedrich-Held-Gesellschaft, Munich.
- Single datasets may contain more information (e.g. birds were also measured at larger spatial scales)
- More detailed information can be found here: https://github.com/biodiversity-exploratories-synthesis/Synthesis_dataset_manual/blob/main/Synthesis%20datasets%20%20How%20to%20use.md"
27707,Assembled RAW diversity from grassland EPs (2008-2020) for multidiversity synthesis - November 2020,"A dataset including information on abundance for each single species for all trophic levels in grassland EPs. 

This is an updated and more complete version of datasets 21766, 24606 and 25626.
This dataset is connected to dataset 27706 (taxonomic, trophic and functional information) by the ""Species"" column.

The script used to update this dataset from the previous version is available at: https://github.com/biodiversity-exploratories-synthesis/Grassland_diversity_dataset (see scripts description there).
The first lines of the script describe the changes that have been made to the dataset.

Manual. We have prepared a document the describes how to handle the datasets, provides tips and outlines the common issues when analysing the data: https://github.com/biodiversity-exploratories-synthesis/Synthesis-dataset-manual/blob/main/Synthesis%20datasets%20%20How%20to%20use.md

Merge and use. We also provide an R script (ID 22046) to help merging this dataset with dataset 27706 (species information) and calculate various metrics (richness, abundance, diversity and multidiversity. Please consider this script as an example and use it carefully. Many decisions on how to calculate these metrics are dependent on the research question. Please refer to the manual for more information.

IMPORTANT - PLEASE READ CAREFULLY:
- Please read carefully the metadata of each single dataset included in the present dataset before use. Some groups were measured by different researchers with different protocols and different years.
- When aggregating by e.g. Trophic_level, make sure that the information from different groups was collected on the SAME plots. 
- When aggregating, in particular for abundance information, make sure that the methods are comparable.
- For soil bacteria, fungi and protists: we provide the number of OTUs for (e.g.) rarefaction purposes but do not use this as abundance information.
- For soil bacteria and fungi: missing combinations of plots X species are not NAs but zeros, they were not added to the dataset to limit its size (but note that bacteria miss plots AEG33 AEG34, these are NAs).
- For other groups plots with missing information (e.g. non measured plot) were removed from the dataset to reduce its size. For use in matrix format (plot x species) please fill missing information with NA's (and not zeros).
- Ant data is provided as presence/absence but abundance data is also available in BExIS.
- When using information on functional and trophic groups for snails, please cite: 
Falkner, G., Obrdlík, P., Castella, E., Speight, M. C. D. (2001). Shelled Gastropoda of Western Europe. Friedrich-Held-Gesellschaft, Munich.
- Single datasets may contain more information (e.g. birds were also measured at larger spatial scales)
- More detailed information can be found here: https://github.com/biodiversity-exploratories-synthesis/Synthesis-dataset-manual/blob/main/Synthesis%20datasets%20%20How%20to%20use.md"
27727,Land cover (LBM-DE) of all Biodiversity Exploratories regions,"This dataset provides wall-to-wall land cover information for the entire extent of all three Exploratories. It can be used to analyze the land cover at the plot, plot-surrounding and landscape scale."
27728,Digital landscape models (Basis-DLM) of all Biodiversity Exploratories regions,"The Digital Landscape Model (DLM) is a description of the topographic objects of the landscape in vector format based on the definitions of the ATKIS® object type catalog (ATKIS®-OK). The scope of information of the basic DLM is based on the content of the Topographic Map 1:10 000/1:25 000, but has a higher positional accuracy (± 3 m) for the most important linear objects. It is non-symbolized vector data that can be visualized in applications or GIS systems. The object-structured data allow geometrical and attributive analyses and data processing."
27729,Digital terrain models (DGM-5) of all Biodiversity Exploratories regions,Digital terrain models (DTM) describe the terrain forms of the earth's surface by a set of points arranged in a regular grid and georeferenced in position and height.
27730,Unmanned Aerial Vehicles (UAVs) / drone images from all Exploratory grassland regions,Unmanned Aerial Vehicles (UAVs) or drones provide remote sensing images with a very high spatial resolution which can be used to analyze the small scale variation / spatial heterogeneity of grasslands. Such data can also be used to support the field work or as training data for the development of classification models
27731,RapidEye satellite image time series of all Biodiversity Exploratories regions,The RapidEye satellite system collects satellite images with a spatial resolution of 6.5 m.  It consists of 5 similar satellites and sensors and has thus a high temporal resolution which provides multiple coverages within one vegetation period.
27746,"Phenology of forest herbs, from 2017 and 100 plots, used in ""Spring understory herbs flower later in intensively managed forests"", Ecological Applications","Many organisms respond to anthropogenic environmental change through shifts in their phenology. 
We disentangled how forest management would change forest structure and thereby microclimatic conditions and, as a consequence, flowering phenology. To investigate this, we studied the phenology of 20 early-flowering forest herb species on 100 forest plots of different management type and intensity. The studied forest plots ranged from protected unmanaged forests and extensively managed selection system forests to managed deciduous age-class forests (from young thickets to mature timber plots) and intensively managed Norway spruce plantations. Statistical analyses were restricted to the 16 most abundant species."
27766,Amino acid isotopes of Collembola and Oribatida in Hainich 2016,"Soil microarthropods are essential for nutrient cycling in forest ecosystems as they are integral components of decomposer food webs. They channel carbon and nutrients from leaf litter and roots to higher trophic levels; however, knowledge on the relative importance of different channels and on their variation with forest type is lacking. Although the importance of root-derived inputs for sustaining soil food webs is increasingly recognized, the pathways by which they are channelled to higher trophic levels are little understood. For the channelling ectomycorrhizal fungi may play a significant role, but until now methods allowing to separate the contribution of ectomycorrhizal and saprotrophic fungi to the nutrition of soil animal communities are lacking. Using dual analysis of 15N and 13C in amino acids (AAs), we investigated trophic positions and basal resources of two major groups of soil microarthropods, Collembola and Oribatida, in beech and spruce forests in Germany."
27786,"16S rRNA gene (V3 region) DNA-based analysis of bacterial soil communities at sequence variant level in 60 grassland EP plots, using QIIME2-based bioinformatics, 2011","We determine the bacterial community composition in 60 EP plots from grasslands based on DNA extractions.
The purpose is to compare the DNA-based bacterial community composition data to the RNA-based bacterial community composition data.
DNA-based data typically reflect the entire community (including inactive, dormant and even dead cells, whereas RNA-based data (presence and amount of ribosomes in a cell can be taken as rough proxy for activity) typically reflect the active bacterial community.
From both types of nucleic acid we sequenced the V3 16S rRNA gene amplicons.
The corresponding RNA-based data are in BExIS ID 24866.

Here, the data are provided as quality-checked but non-rarefied read counts of distinct exact sequence variants (Callahan et al 2017). 
A bacterial sequence variant in this data set is defined by a specific nucleotide sequence of the V3 16S rRNA gene region of 165 base pair length. 
That means, bacterial sequence variants are distinguished at the level of single nucleotide differences.

Callahan BJ, McMurdie PJ, and Holmes SP (2017) Exact sequence variants should replace operational taxonomic units in marker-gene data analysis. ISMEJ, https://doi.org/10.1038/ismej.2017.119"
27806,Temporal variation of single Staphylinidae species on carrion at forest EPs 2014,"In the project “NecroPig” we are studying the influence of land use intensity on the decomposition rate of dead mammals. In terrestrial ecosystems, decomposition rate of animal biomass is heavily dependent on the availability of decomposers and detritivores and on abiotic factors of a certain habitat. Therefore, the aim of this project is to understand how the habitat structure and land use intensity influences the decomposition and removal rate of dead mammals in conjunction with the biodiversity of the associated arthropod fauna at spatial scales. 
Fieldwork was performed in August 2014. Seven inspections (days 2, 4, 6, 9, 16, 23, 30) were conducted after stillborn piglet cadaver exposition (day 0). Staphylinids were collected using pitfall traps opened for 48 hours before each inspection. On every inspection, pitfall traps were emptied. Specimens were preserved in 70 % ethanol and stored in urinary containers for later species determination and for counting of individuals."
27807,Nematode abundance from 9 VIPs in HEG from Fieldexperiment,Soil Fauna inventory to understand soil fauna responses to artificial disturbance and resilience in dependence on land use.
27826,Effective number of layers (ENL) - Dynamics - Forest EPs,"Based on terrestrial laser scanning data (TLS), the index quantifies vertical stand structure by applying the inverse Simpson-Index to the vertical distribution of points in 3D space. Index values increase with increasing stand height and a more even occupation of 3D space by foliage, branches and stems along the vertical axis. Detailed information on index construction can be found in Ehbrecht, M., Schall, P., Juchheim, J., Ammer, C., & Seidel, D. (2016). Effective number of layers: A new measure for quantifying three-dimensional stand structure based on sampling with terrestrial LiDAR. Forest Ecology and Management, 380, 212-223."
27827,Stand Structural Complexity Index (SSCI) - Dynamics - Forest EPs,"The index quantifies stand structural complexity based on the fractal dimension of cross-sectional polygons. As the fractal dimension itself is scale-independent, the effective number of layers (dataset 19986), a measure of vertical structure, is used the scale fractal dimension values. Detailed information on index construction can be found in Ehbrecht et al. (2017), Quantifying stand structural complexity and its relationship with forest management, tree species diversity and microclimate, Agricultural & Forest Meteorology 242, 1–9. doi: 10.1016/j.agrformet.2017.04.012"
27828,Canopy openness - Dynamics - Forest EPs,"The index quantifies canopy openness as percentage of sky pixels of a simulated hemisperical image for an opening angle of 60°. The simulated hemisperical image was computed based on terrestrial lidar data following the procedure proposed by Zheng, G., Moskal, L. M., & Kim, S. H. (2013). Retrieval of effective leaf area index in heterogeneous forests with terrestrial laser scanning. IEEE Transactions on Geoscience and Remote Sensing, 51(2), 777-786."
27846,"Cover of all vascular plant species in representative 2x2 quadrats of the major surrounding homogeneous vegetation zones in a 75-m radius of the 150 grassland EPs, 2017-2018","To assess the surrounding plant diversity of each grassland plot, we surveyed the vegetation within the major surrounding homogeneous vegetation zones in a 75-m radius of each grassland EP in 2017 and 2018."
27866,"d13C and d15N stable isotope ratios in plant biomass at 73 grassland MIPs, 2018, SADE","Ratios of stable carbon and nitrogen isotopes (d13C and d15N) in plant biomass are powerful integrators of ecological and biogechemical processes in grasslands. d13C, for example, can be used as an indicator of drought stress. To save water, palnts close their stomata and are forced to increase their uptake of heavier 13C isotopes. As a result, the d13C signal in plant biomass increases.
On the other hand, is closely related to plant and soil nitrogen cycling processes. Under a surplus of plant available nitrogen or relatively loose nitrogen cycles, the lighter 14N isotope is lost via denitrification or leaching. This results in a higher d15N reatio of the remaining nitrogen pools. 

Biodiversity ecosystem functioning theory predicts that plant diversity buffers drought effects and nitrogen losses by higher complementary resource use compared to less diverse communities. Empirical work on community biomass stable isotopes, also in the Biodiversity Exploratories, has shown reduced drought stress and tighter nitrogen cycles in diverse communities. 

In the Seed Addition and Disturbance Experiment, implemented in the Bioiversity Exploratories framework, we experimentally increased plant species richness via seeding."
27867,"Seed rain header data on 71 grassland MIPs captured with sand trays, 2018, SADE","Seed rain, the seeds dispersed to a side, plays a key role in dispersal, plant population dynamics, and recovery after disturbances. 
To understand which factros determine the density and composition of seed rain, and how these relate to land-use intensity, therefore is key to understand plant population dynamics and to plan restoration interventions."
27868,"Seed rain species data on 71 grassland MIPs captured with sand trays, 2018, SADE","Seed rain, the seeds dispersed to a side, plays a key role in dispersal, plant population dynamics, and recovery after disturbances. 
To understand which factros determine the density and composition of seed rain, and how these relate to land-use intensity, therefore is key to understand plant population dynamics and to plan restoration interventions."
27869,"Seed rain header data on 74 grassland EPs captured with sand trays, 2018, SADE","Seed rain, the seeds dispersed to a side, plays a key role in dispersal, plant population dynamics, and recovery after disturbances. 
To understand which factros determine the density and composition of seed rain, and how these relate to land-use intensity, therefore is key to understand plant population dynamics and to plan restoration interventions."
27870,"Seed rain species data on 74 grassland EPs captured with sand trays, 2018, SADE","Seed rain, the seeds dispersed to a side, plays a key role in dispersal, plant population dynamics, and recovery after disturbances. 
To understand which factros determine the density and composition of seed rain, and how these relate to land-use intensity, therefore is key to understand plant population dynamics and to plan restoration interventions."
27871,Vegetation Records 2020 for new grassland experiment REX and LUX,"This dataset is containing data of the REX and the LUX experiments in grassland

REX is the abbreviation for ""Reduced Land-use Intensity Experiment""

LUX is the abbreviation for ""Land-Use Experiment"""
30902,"Plant and herbivore abundance from grassland and forests EPs along with trait and land use data, used in ""Changes in plant–herbivore network structure and robustness along land-use intensity gradients in grasslands and forests""","To analyse the structure of interaction networks between insect herbivores and their food plants, abundance data of both plants and herbivores was combined with a literature-based interaction database. Abundance data was sampled on 150 grassland plots and 139 forest plots, both covering land-use intensity gradients within the respective ecosystem. Data on plant abundance was collected with yearly vegetation records on all plots (subplots in forests and grasslands), two tree inventories in forests and an inventory of tree regeneration in forests and aggregated to represent average plant-species specific cover and biomass. Data on insect abundance was collected with yearly sweep netting records on all grassland plots (twice a year) between 2008 and 2017 and with flight-interception traps on all forest plots in 2008, 2011, 2014 and aggregated to represent total species-specific abundance. Land-use intensity in grasslands was quantified with a compound index based on mowing, fertilization and grazing intensity (LUI index), which was recorded annually between 2006 and 2017. Land-use intensity in forests was quantified with a compound index based on tree species composition, harvest intensity and deadwood origin (ForMI index), which was determined based on two tree inventories (2008-2014; 2015-2018) and two deadwood and stump inventories (2012; 2017-2018). From plant and herbivore abundance and a literature-based interaction data base (BExIS ID 26926), weighted interaction networks were constructed for all plots. Relations among network structure and robustness were analyzed as well as change of networks along land-use intensity gradients."
30903,Predation marks on dummy caterpillars measured on VIPs in 2020,"In July and August 2020, we investigated predation on dummy caterpillars over 48 h in all three Exploratory regions. We investigated (i) whether plot-level process rates and their spatial variation differed between forests and semi-natural grasslands, (ii) whether process rates were correlated among each other across sites and (iii) whether the rates were affected by climate and land- use intensity at short and medium-term temporal scales."
30904,Predation marks on dummy caterpillars measured in FOX in 2020 and 2024,"In July and August 2020 (and again in 2024), we investigated predation on dummy caterpillars over 48 h in all three Exploratory regions. We investigated (i) whether plot-level process rates and their spatial variation differed among treatments of the FOX experiment, (ii) whether process rates were correlated among each other across sites and (iii) whether the rates were affected by climate and land- use intensity at short and medium-term temporal scales."
30905,"CRUSTFUNCTION organic matter composition and stability of crust, crust-adhering soil and crust free-soil determined by Py-FIMS (11 SEWs, 2014/2015)","This dataset gives information about organic matter composition and stability in the 3 compartments 'biological soil crust' ('BSC', 2 mm), 'crust-adhering soil' (2-5 mm) and 'crust-free soil' (5 mm) of selected SEW plots as determined by pyrolysis field ionization mass spectrometry (Py-FIMS)."
30908,"Loss of wood mass for 3900 woodblocks from 13 different tree species decayed on Hainich, Swabian Alb & Schorfheide research plots of the BEshortDead - FunWood IV Project, 2017-2018.","Analysis of the deadwood mass loss of fresh woodblocks from 8 deciduous and 4 conifer tree species (beech, oak, lime, mapel, poplar, cherry, ash, birch, hornbeam, douglas fir, pine, spruce, larch). The study sites were 50 forest research plots and 50 grassland research plots each located in Germany (Hainich, Swabian Alb and Schorfheide - overall 300 research plots). The woodblocks were exposed to the environment from 2017 until 2018 and the wood mass was weighed at the beginning and at the end. 
This project was part of the FunWood IV core project and funded by the German Research Foundation (DFG)."
30909,"Vegetation Records for 151 Forest EPs, 2009 - 2020",To create a dataset of a large-scale long-term time series of vegetation composition we conduct an annual monitoring of plant diversity in an area of 20 m x 20 m in all 151 forest EPs.
30912,"Litter decomposition on 67 grassland MIPs measured with tea bags, 2017-2019, SADE","Changes in litter decomposition due to soil perturbations can critically affect soil carbon cycling. Land use and litter quality are important drivers of litter decomposition, and plant diversity is assumed to affect both litter decomposition and the response of litter decomposition to soil perturbations. 
This dataset contains decomposition rates for high- and low-quality litter types of a seed addition and soil disturbance experiment, measured using two standardized tea types."
30915,Data and Code for the manuscript Freitag et al. 'Restoration of plant diversity in permanent grassland by seeding: assessing the limiting factors along land-use gradients',"This is the data and code to reproduce the analysis of the manuscript Freitag et al. 'Restoration of plant diversity in permanent grassland by seeding: assessing the limiting factors along land-use gradients'. The data comes as a .zip folder of a RStudio project with data (in the data/ folder), R scripts and rmardown files (in the doc/ folder) to reproduce the analyses and manuscript. Code without data can also be found at https://github.com/martin-freitag/restoration-by-seeding/tree/v1.0.0."
30924,The active deadwood microbiome from 8 plots in a Fagus sylvatica dominated forest site and 8 plots in a Picea abis dominated forest site in 2018 - Environmental Parameters,"Deadwood decay is performed by manifold organisms at which fungal and bacterial community members are the main colonizers and active decomposers. In this study, we placed gamma sterilized beech and spruce sapwood specimen with the same dimensions and wood density on the forest ground of 8 beech and 8 spruce dominated forest sites. After 370 days of exposure, we incubated each deadwood specimen with Bromdeoxyuridine (BrdU) for 48 h to label the nucleic acids of proliferating microorganisms. Thereafter, wood blocks were used to calculate the mass loss, to estimate the absolute carbon (C) and nitrogen (N) and its respective isotopic signature as well as the enzyme activities of hydrolytic and lignin-modifying enzyme activities. Finally the nucleic acids were extracted, the BrdU enriched DNA was captured and these metabolic active fungal and bacterial community members were assessed by an amplicon sequencing approach. As result high enzyme activities and N enrichment were significantly correlated to mass loss. A very selected active fungal community mainly of saprotrophs colonized and were accompanied with a defined bacterial community that was capable for cellulose degradation, aromatic depolymerisation and N fixation (diazotrophs).Network analyses revealed that members of the diazotrophic genus Sphingomonas were co-present with the majority of saprotrophic fungi regardless whether beech or spruce deadwood was decayed. Taken together few fungal taxa were successfully able to colonize and decompose deadwood and were supported by a selected set of bacteria. For the first time, our study revealed taxonomic and functions of metabolically active wood-inhabiting bacteria and fungi, their cross-kingdom relationships and their interactions with environments."
30925,LIDAR-based canopy cover above BELongDead subplots 2008-2009,"Canopy cover was assessed by airborne LiDAR surveying, which was conducted over the three study regions by Milan GmbH in 2008 (HAI) and 2009 (ALB, SCH) during leaf-on conditions. A Riegl LMS-Q560 full-wave form scanner (Riegl Laser Measurement Systems, GmbH, Horn, Austria) was operated at 240 kHz from 400-600 m above ground level with a beam divergence of 0.5 mrad. An average pulse density of 21.96 returns per m² was achieved across the study sites. The geo-located LiDAR point clouds were reprojected into the UTM 32N projection and classified into ground and vegetation returns using the LAStools suite of 
processing tools (rapidlasso GmbH). A high-resolution digital terrain model (DTM) was interpolated from the ground-classified points at 1 m spatial resolution using a triangulated network (TIN) approach. The DTM was used to normalize the LiDAR point clouds to height above ground level. Field subplot center locations were imported into the same projection system and buffered to create circular polygons with a 20 m radius. These polygons were used 
to clip and export the normalized LiDAR points falling inside each of the field subplots for further analysis. We computed the forest canopy cover of each subplot by extracting the proportion of first returns > 2m, >4m, >6m, >8m, >10m, >12m, >14m, >16m, >18m, >20m in height relative to the total number of first returns in each 
subplot."
