id,anchor1_id,anchor1_label,anchor1_score
24006,SAV/SEA GRASS BED,SAV/SEA GRASS BED,0.576628
24028,QUANTITATIVE POLYMERASE CHAIN REACTION (qPCR),QUANTITATIVE POLYMERASE CHAIN REACTION (qPCR),0.562297
24046,SPECIES DISTRIBUTION MODELS,SPECIES DISTRIBUTION MODELS,0.636471
24066,,,0.0
24086,HERBIVORY,HERBIVORY,0.66033
24106,,,0.0
24126,NUTRITIONAL CONSTRAINTS,NUTRITIONAL CONSTRAINTS,0.605159
24127,NUTRITIONAL CONSTRAINTS,NUTRITIONAL CONSTRAINTS,0.606084
24146,FOREST YIELDS,FOREST YIELDS,0.622936
24147,FOREST YIELDS,FOREST YIELDS,0.626226
24148,FOREST YIELDS,FOREST YIELDS,0.62566
24166,VEGETATION HEIGHT,VEGETATION HEIGHT,0.581834
24187,VEGETATION TEMPERATURE,VEGETATION TEMPERATURE,0.541013
24206,NUTRITIONAL CONSTRAINTS,NUTRITIONAL CONSTRAINTS,0.6022
24207,NUTRITIONAL CONSTRAINTS,NUTRITIONAL CONSTRAINTS,0.602793
24208,NUTRITIONAL CONSTRAINTS,NUTRITIONAL CONSTRAINTS,0.60239
24209,TREE RINGS,TREE RINGS,0.4921
24210,,,0.0
24226,,,0.0
24246,,,0.0
24247,VEGETATION COVER,VEGETATION COVER,0.585157
24266,MORPHOLOGICAL ADAPTATION,MORPHOLOGICAL ADAPTATION,0.647866
24286,,,0.0
24306,,,0.0
24326,,,0.0
24346,HYDROGEN OXIDE PROFILES,HYDROGEN OXIDE PROFILES,0.581182
24347,,,0.0
24366,METAGENOME ASSEMBLED GENOMES (MAGs),METAGENOME ASSEMBLED GENOMES (MAGs),0.5611
24367,,,0.0
24368,,,0.0
24369,GLYOXAL,GLYOXAL,0.520893
24386,TOXIN CONCENTRATION,TOXIN CONCENTRATION,0.505768
24387,BIOLOGICAL HAZARDS MAPPING,BIOLOGICAL HAZARDS MAPPING,0.507935
24388,VEGETATION TEMPERATURE,VEGETATION TEMPERATURE,0.511229
24406,SOLAR INDUCED FLUORESCENCE,SOLAR INDUCED FLUORESCENCE,0.488437
24407,SOLAR INDUCED FLUORESCENCE,SOLAR INDUCED FLUORESCENCE,0.489911
24408,,,0.0
24409,,,0.0
24426,,,0.0
24446,SOLAR INDUCED FLUORESCENCE,SOLAR INDUCED FLUORESCENCE,0.485035
24447,,,0.0
24448,,,0.0
24466,,,0.0
24467,,,0.0
24468,,,0.0
24486,QUANTITATIVE POLYMERASE CHAIN REACTION (qPCR),QUANTITATIVE POLYMERASE CHAIN REACTION (qPCR),0.564826
24506,,,0.0
24526,,,0.0
24546,,,0.0
24566,FUNGI,FUNGI,0.601414
24567,FUNGI,FUNGI,0.592287
24568,FUNGI,FUNGI,0.589833
24569,FUNGI,FUNGI,0.592911
24570,FUNGI,FUNGI,0.590422
24571,FUNGI,FUNGI,0.593927
24572,FUNGI,FUNGI,0.591047
24586,METAGENOMICS,METAGENOMICS,0.604556
24607,TROPICAL RAINFOREST,TROPICAL RAINFOREST,0.569075
24608,,,0.0
24626,NUTRITIONAL CONSTRAINTS,NUTRITIONAL CONSTRAINTS,0.616961
24627,BIODEGRATION,BIODEGRATION,0.531024
24646,FOREST FIRE DANGER INDEX,FOREST FIRE DANGER INDEX,0.627379
24666,,,0.0
24690,,,0.0
24691,,,0.0
24692,,,0.0
24708,SEDIMENTS,SEDIMENTS,0.589769
24726,,,0.0
24727,,,0.0
24728,,,0.0
24746,SOIL ROOTING DEPTH,SOIL ROOTING DEPTH,0.503345
24749,GLYOXAL,GLYOXAL,0.520796
24766,CLIMATE INDICATORS,CLIMATE INDICATORS,0.61062
24786,,,0.0
24806,HERBIVORY,HERBIVORY,0.662187
24807,PLANT CHARACTERISTICS,PLANT CHARACTERISTICS,0.631863
24826,,,0.0
24847,,,0.0
24866,,,0.0
24867,,,0.0
24868,,,0.0
24886,AE INDEX,AE INDEX,0.587611
24906,TROPICAL NORTH ATLANTIC INDEX,TROPICAL NORTH ATLANTIC INDEX,0.584819
24946,,,0.0
24966,SEDIMENTS,SEDIMENTS,0.527062
24967,,,0.0
24968,,,0.0
24969,,,0.0
24970,,,0.0
24986,,,0.0
25007,,,0.0
25026,,,0.0
25046,SILVICULTURE,SILVICULTURE,0.58759
25066,,,0.0
25067,,,0.0
25086,,,0.0
25126,,,0.0
25146,CANOPY TRANSMITTANCE,CANOPY TRANSMITTANCE,0.601164
25166,,,0.0
25186,SOIL MOISTURE/WATER CONTENT,SOIL MOISTURE/WATER CONTENT,0.659032
25206,,,0.0
25226,SPECIES DISTRIBUTION MODELS,SPECIES DISTRIBUTION MODELS,0.610507
25246,SLR (SATELLITE LASER RANGING),SLR (SATELLITE LASER RANGING),0.591693
25266,BIODEGRATION,BIODEGRATION,0.590203
25267,,,0.0
25286,VEGETATION COVER,VEGETATION COVER,0.596689
25326,LAND SURFACE FEEDBACKS,LAND SURFACE FEEDBACKS,0.66371
25346,,,0.0
25366,,,0.0
25386,SLR (SATELLITE LASER RANGING),SLR (SATELLITE LASER RANGING),0.610171
25406,BIOLOGICAL HAZARDS MAPPING,BIOLOGICAL HAZARDS MAPPING,0.503435
25407,PROTISTS,PROTISTS,0.559879
25408,MICROCLIMATE,MICROCLIMATE,0.620697
25409,SUBMESOCALE EDDIES,SUBMESOCALE EDDIES,0.540155
25426,,,0.0
25446,MUSHROOMS,MUSHROOMS,0.554716
25447,,,0.0
25448,,,0.0
25449,,,0.0
25450,,,0.0
25451,,,0.0
25452,,,0.0
25466,,,0.0
25486,MUSHROOMS,MUSHROOMS,0.526557
25506,CYANOBACTERIA (BLUE-GREEN ALGAE),CYANOBACTERIA (BLUE-GREEN ALGAE),0.47181
25546,SPECIES DISTRIBUTION MODELS,SPECIES DISTRIBUTION MODELS,0.608097
25566,,,0.0
25586,,,0.0
25606,BIN/BINNING,BIN/BINNING,0.580784
25607,BIN/BINNING,BIN/BINNING,0.577486
25626,,,0.0
25646,,,0.0
25666,SLR (SATELLITE LASER RANGING),SLR (SATELLITE LASER RANGING),0.550152
25686,,,0.0
25706,SPECIES DISTRIBUTION MODELS,SPECIES DISTRIBUTION MODELS,0.616403
25726,,,0.0
25727,,,0.0
25746,LAND USE/LAND COVER CHANGE,LAND USE/LAND COVER CHANGE,0.571489
25747,TOPOGRAPHIC EFFECTS,TOPOGRAPHIC EFFECTS,0.566131
25766,PROTISTS,PROTISTS,0.556772
25767,PROTISTS,PROTISTS,0.557592
25768,PROTISTS,PROTISTS,0.561176
25786,,,0.0
25806,,,0.0
25807,,,0.0
25826,RNA SEQUENCING,RNA SEQUENCING,0.522461
25866,,,0.0
25886,TREE RINGS,TREE RINGS,0.56358
25906,SPECIES DISTRIBUTION MODELS,SPECIES DISTRIBUTION MODELS,0.637186
25926,,,0.0
25927,,,0.0
25928,,,0.0
25929,,,0.0
25946,,,0.0
25966,,,0.0
25986,SPECIES DISTRIBUTION MODELS,SPECIES DISTRIBUTION MODELS,0.633498
25987,SPECIES DISTRIBUTION MODELS,SPECIES DISTRIBUTION MODELS,0.612374
26006,,,0.0
26007,LAND USE/LAND COVER CLASSIFICATION,LAND USE/LAND COVER CLASSIFICATION,0.633315
26008,,,0.0
26026,INSECTS,INSECTS,0.536726
26046,FLAGELLATES,FLAGELLATES,0.503334
26047,POLLEN,POLLEN,0.483465
26087,,,0.0
26106,VEGETATION COVER,VEGETATION COVER,0.588409
26146,SPECIES DISTRIBUTION MODELS,SPECIES DISTRIBUTION MODELS,0.602424
26147,METAGENOMICS,METAGENOMICS,0.574492
26148,MICROBIAL SOURCE TRACKING,MICROBIAL SOURCE TRACKING,0.582349
26149,MICROBIAL SOURCE TRACKING,MICROBIAL SOURCE TRACKING,0.584806
26150,MICROBIAL SOURCE TRACKING,MICROBIAL SOURCE TRACKING,0.585112
26151,VEGETATION COVER,VEGETATION COVER,0.584495
26166,NUTRITIONAL CONSTRAINTS,NUTRITIONAL CONSTRAINTS,0.608135
26206,NUTRIENT CYCLING,NUTRIENT CYCLING,0.527827
26207,NUTRITIONAL CONSTRAINTS,NUTRITIONAL CONSTRAINTS,0.600081
26226,TEMPERATE CONIFEROUS FOREST,TEMPERATE CONIFEROUS FOREST,0.549037
26227,TEMPERATE CONIFEROUS FOREST,TEMPERATE CONIFEROUS FOREST,0.558472
26228,ORGANIC MATTER,ORGANIC MATTER,0.575016
26229,TEMPERATE CONIFEROUS FOREST,TEMPERATE CONIFEROUS FOREST,0.56529
26246,,,0.0
26247,,,0.0
26248,RNA,RNA,0.526485
26286,METHYL CYANIDE,METHYL CYANIDE,0.48858
26306,METHANE,METHANE,0.624071
26326,METHANE,METHANE,0.604277
26346,,,0.0
26366,,,0.0
26406,,,0.0
26426,,,0.0
26446,,,0.0
26487,,,0.0
26506,,,0.0
26507,MICRONUTRIENTS/TRACE ELEMENTS,MICRONUTRIENTS/TRACE ELEMENTS,0.683419
26508,,,0.0
26509,,,0.0
26511,,,0.0
26512,,,0.0
26526,PLANT CHARACTERISTICS,PLANT CHARACTERISTICS,0.644518
26527,PLANT CHARACTERISTICS,PLANT CHARACTERISTICS,0.643267
26528,NUTRITIONAL CONSTRAINTS,NUTRITIONAL CONSTRAINTS,0.616543
26546,,,0.0
26566,NUTRITIONAL CONSTRAINTS,NUTRITIONAL CONSTRAINTS,0.62179
26567,NUTRITIONAL CONSTRAINTS,NUTRITIONAL CONSTRAINTS,0.598076
26568,,,0.0
26569,,,0.0
26586,POLLEN,POLLEN,0.546413
26587,,,0.0
26606,,,0.0
26607,AMPLICON SEQUENCING,AMPLICON SEQUENCING,0.551257
26608,,,0.0
26609,SEDIMENTS,SEDIMENTS,0.557897
26610,VOLATILE ORGANIC COMPOUNDS,VOLATILE ORGANIC COMPOUNDS,0.608769
26611,SEDIMENTS,SEDIMENTS,0.544729
26626,,,0.0
26646,,,0.0
26647,DEFLATION,DEFLATION,0.515018
26648,DEFLATION,DEFLATION,0.515674
26666,,,0.0
26686,,,0.0
26706,NUTRIENT CYCLING,NUTRIENT CYCLING,0.638145
26707,NUTRITIONAL CONSTRAINTS,NUTRITIONAL CONSTRAINTS,0.62029
26746,SAV/SEA GRASS BED,SAV/SEA GRASS BED,0.57907
26747,,,0.0
26766,NUTRITIONAL CONSTRAINTS,NUTRITIONAL CONSTRAINTS,0.62912
26767,NUTRIENT CYCLING,NUTRIENT CYCLING,0.662532
26786,SOIL WATER HOLDING CAPACITY,SOIL WATER HOLDING CAPACITY,0.576228
26787,,,0.0
26806,,,0.0
26827,SLIME MOLDS,SLIME MOLDS,0.520394
26847,SPECIES DISTRIBUTION MODELS,SPECIES DISTRIBUTION MODELS,0.602257
26868,,,0.0
26886,SURFACE SOIL MOISTURE,SURFACE SOIL MOISTURE,0.582134
26907,ECOSYSTEM FUNCTIONS,ECOSYSTEM FUNCTIONS,0.596026
26908,HETEROTROPHIC RESPIRATION (Rh),HETEROTROPHIC RESPIRATION (Rh),0.65626
26926,HERBIVORY,HERBIVORY,0.603719
26946,HETEROTROPHIC RESPIRATION (Rh),HETEROTROPHIC RESPIRATION (Rh),0.657999
26966,GEOMAGNETIC FORECASTS,GEOMAGNETIC FORECASTS,0.508426
26986,ISOTOPES,ISOTOPES,0.487032
27007,,,0.0
27026,,,0.0
27106,MARSHES,MARSHES,0.505157
27107,,,0.0
27126,TREE RINGS,TREE RINGS,0.568434
27146,PLANT PHENOLOGY,PLANT PHENOLOGY,0.624543
27166,LAND USE/LAND COVER CHANGE,LAND USE/LAND COVER CHANGE,0.616058
27186,CYANOBACTERIA (BLUE-GREEN ALGAE),CYANOBACTERIA (BLUE-GREEN ALGAE),0.537987
27206,,,0.0
27226,,,0.0
27227,,,0.0
27228,,,0.0
27229,,,0.0
27246,TREE RINGS,TREE RINGS,0.560158
27266,,,0.0
27288,NUTRITIONAL CONSTRAINTS,NUTRITIONAL CONSTRAINTS,0.603391
27289,,,0.0
27290,FOREST YIELDS,FOREST YIELDS,0.579287
27291,NUTRITIONAL CONSTRAINTS,NUTRITIONAL CONSTRAINTS,0.623846
27306,,,0.0
27307,,,0.0
27308,SOIL ROOTING DEPTH,SOIL ROOTING DEPTH,0.563761
27326,,,0.0
27346,,,0.0
27367,METAGENOMICS,METAGENOMICS,0.574117
27386,VEGETATION COVER,VEGETATION COVER,0.582715
27406,POPULATION ABUNDANCE,POPULATION ABUNDANCE,0.538363
27426,VEGETATION HEIGHT,VEGETATION HEIGHT,0.582309
27446,,,0.0
27467,SOIL ROOTING DEPTH,SOIL ROOTING DEPTH,0.527882
27468,,,0.0
27486,,,0.0
27487,,,0.0
27506,,,0.0
27507,CHLOROPHYLL CONCENTRATION,CHLOROPHYLL CONCENTRATION,0.510243
27508,,,0.0
27526,,,0.0
27546,,,0.0
27547,LAND SURFACE FEEDBACKS,LAND SURFACE FEEDBACKS,0.642087
27548,LAND SURFACE FEEDBACKS,LAND SURFACE FEEDBACKS,0.675048
27549,,,0.0
27550,LAND SURFACE FEEDBACKS,LAND SURFACE FEEDBACKS,0.664852
27551,LAND SURFACE FEEDBACKS,LAND SURFACE FEEDBACKS,0.696637
27566,,,0.0
27568,,,0.0
27569,,,0.0
27570,,,0.0
27586,,,0.0
27606,PLANT CHARACTERISTICS,PLANT CHARACTERISTICS,0.629258
27607,,,0.0
27608,PLANT CHARACTERISTICS,PLANT CHARACTERISTICS,0.667813
27609,TRANSCRIPTOMIC ANALYSIS,TRANSCRIPTOMIC ANALYSIS,0.532799
27610,,,0.0
27611,,,0.0
27646,,,0.0
27666,,,0.0
27706,,,0.0
27707,,,0.0
27727,,,0.0
27728,DIGITAL ELEVATION/TERRAIN MODEL (DEM),DIGITAL ELEVATION/TERRAIN MODEL (DEM),0.695386
27729,DIGITAL ELEVATION/TERRAIN MODEL (DEM),DIGITAL ELEVATION/TERRAIN MODEL (DEM),0.741301
27730,LAND SURFACE MODELS,LAND SURFACE MODELS,0.611337
27731,SLR (SATELLITE LASER RANGING),SLR (SATELLITE LASER RANGING),0.572504
27746,PLANT PHENOLOGY,PLANT PHENOLOGY,0.637219
27766,,,0.0
27786,,,0.0
27806,SEDIMENTS,SEDIMENTS,0.556031
27807,,,0.0
27826,ENVIRONMENTAL VULNERABILITY INDEX (EVI),ENVIRONMENTAL VULNERABILITY INDEX (EVI),0.551395
27827,ENVIRONMENTAL VULNERABILITY INDEX (EVI),ENVIRONMENTAL VULNERABILITY INDEX (EVI),0.586608
27828,CANOPY TRANSMITTANCE,CANOPY TRANSMITTANCE,0.599362
27846,VEGETATION COVER,VEGETATION COVER,0.599488
27866,NUTRITIONAL CONSTRAINTS,NUTRITIONAL CONSTRAINTS,0.613705
27867,,,0.0
27868,SPECIES DISTRIBUTION MODELS,SPECIES DISTRIBUTION MODELS,0.617094
27869,,,0.0
27870,SPECIES DISTRIBUTION MODELS,SPECIES DISTRIBUTION MODELS,0.618086
27871,GEOMAGNETIC FORECASTS,GEOMAGNETIC FORECASTS,0.553734
30902,NUTRITIONAL CONSTRAINTS,NUTRITIONAL CONSTRAINTS,0.595709
30903,,,0.0
30904,GEOMAGNETIC FORECASTS,GEOMAGNETIC FORECASTS,0.513325
30905,CRYOSOLS,CRYOSOLS,0.581645
30908,,,0.0
30909,TREE RINGS,TREE RINGS,0.55911
30912,,,0.0
30915,,,0.0
30924,FATTY ACID DESATURASE,FATTY ACID DESATURASE,0.539238
30925,LIDAR WAVEFORM,LIDAR WAVEFORM,0.536131
30929,FATTY ACID DESATURASE,FATTY ACID DESATURASE,0.541326
30932,POLLEN,POLLEN,0.547606
30935,TRANSCRIPTOMIC ANALYSIS,TRANSCRIPTOMIC ANALYSIS,0.448391
30936,FATTY ACID DESATURASE,FATTY ACID DESATURASE,0.542334
30937,DEFLATION,DEFLATION,0.507198
30938,GEOMAGNETIC FORECASTS,GEOMAGNETIC FORECASTS,0.504912
30942,VEGETATION COVER,VEGETATION COVER,0.598645
30944,FATTY ACID DESATURASE,FATTY ACID DESATURASE,0.540754
30947,CYANOBACTERIA (BLUE-GREEN ALGAE),CYANOBACTERIA (BLUE-GREEN ALGAE),0.525268
30948,,,0.0
30949,,,0.0
30969,SLR (SATELLITE LASER RANGING),SLR (SATELLITE LASER RANGING),0.59737
30970,LAND USE/LAND COVER CLASSIFICATION,LAND USE/LAND COVER CLASSIFICATION,0.617666
30973,ORGANIC MATTER,ORGANIC MATTER,0.558882
30974,VEGETATION FRACTION,VEGETATION FRACTION,0.564461
30975,,,0.0
30979,,,0.0
30980,,,0.0
30981,,,0.0
30982,,,0.0
30983,,,0.0
30989,,,0.0
30995,,,0.0
30996,DORIS (DOPPLER ORBITOGRAPHY AND RADIOPOSITIONING BY INTEGRATED SATELLITE),DORIS (DOPPLER ORBITOGRAPHY AND RADIOPOSITIONING BY INTEGRATED SATELLITE),0.595182
31000,NUTRITIONAL CONSTRAINTS,NUTRITIONAL CONSTRAINTS,0.618125
31001,,,0.0
31012,DECOMPOSITION,DECOMPOSITION,0.591945
31018,ENVIRONMENTAL VULNERABILITY INDEX (EVI),ENVIRONMENTAL VULNERABILITY INDEX (EVI),0.561972
31025,LAND SURFACE MODELS,LAND SURFACE MODELS,0.612629
31026,,,0.0
31028,,,0.0
31031,SEDIMENTS,SEDIMENTS,0.523172
31032,BIODEGRATION,BIODEGRATION,0.547386
31035,METHANE,METHANE,0.558264
31037,,,0.0
31040,FOREST PRODUCTS/COMMODITIES,FOREST PRODUCTS/COMMODITIES,0.620697
31048,SPECIES DISTRIBUTION MODELS,SPECIES DISTRIBUTION MODELS,0.597869
31049,TREE RINGS,TREE RINGS,0.60799
31054,METHANE,METHANE,0.560832
31056,,,0.0
31058,BIODEGRATION,BIODEGRATION,0.524509
31061,,,0.0
31062,,,0.0
31070,POLYUNSATURATED FATTY ACID,POLYUNSATURATED FATTY ACID,0.609851
31074,,,0.0
31075,SOIL MOISTURE/WATER CONTENT,SOIL MOISTURE/WATER CONTENT,0.659232
31076,SOIL MOISTURE/WATER CONTENT,SOIL MOISTURE/WATER CONTENT,0.662051
31078,MUSHROOMS,MUSHROOMS,0.498429
31079,TREE RINGS,TREE RINGS,0.512765
31080,NITRATE,NITRATE,0.500384
31081,DECISION TREE,DECISION TREE,0.500967
31082,EUTROPHICATION,EUTROPHICATION,0.500415
31086,Weather Forecast,Weather Forecast,0.60882
31087,AMPLICON SEQUENCING,AMPLICON SEQUENCING,0.533114
31094,,,0.0
31103,,,0.0
31106,,,0.0
31107,GEOMAGNETIC FORECASTS,GEOMAGNETIC FORECASTS,0.554544
31110,ENVIRONMENTAL ASSESSMENTS,ENVIRONMENTAL ASSESSMENTS,0.559229
31112,,,0.0
31113,,,0.0
31114,DEFLATION,DEFLATION,0.521753
31115,GROWING DEGREE DAYS,GROWING DEGREE DAYS,0.531639
31116,,,0.0
31117,METHANE,METHANE,0.560703
31118,SPECIES DISTRIBUTION MODELS,SPECIES DISTRIBUTION MODELS,0.614906
31119,SPECIES DISTRIBUTION MODELS,SPECIES DISTRIBUTION MODELS,0.628801
31122,HEXAPODS,HEXAPODS,0.581964
31123,,,0.0
31124,,,0.0
31125,,,0.0
31131,,,0.0
31132,PLANT CHARACTERISTICS,PLANT CHARACTERISTICS,0.636894
31133,TREE RINGS,TREE RINGS,0.532705
31134,,,0.0
31135,BIOLOGICAL HAZARDS MAPPING,BIOLOGICAL HAZARDS MAPPING,0.573363
31136,BERYLLIUM-10 ANALYSIS,BERYLLIUM-10 ANALYSIS,0.515226
31137,TREE RINGS,TREE RINGS,0.524928
31138,,,0.0
31139,SPECIES DISTRIBUTION MODELS,SPECIES DISTRIBUTION MODELS,0.597654
31140,,,0.0
31141,SPECIES DISTRIBUTION MODELS,SPECIES DISTRIBUTION MODELS,0.609752
31146,,,0.0
31150,COORDINATE REFERENCE SYSTEM,COORDINATE REFERENCE SYSTEM,0.567121
31151,,,0.0
31155,MORPHOLOGICAL ADAPTATION,MORPHOLOGICAL ADAPTATION,0.662179
31157,METAGENOMICS,METAGENOMICS,0.587205
31158,,,0.0
31159,,,0.0
31160,,,0.0
31161,,,0.0
31162,AMPLICON SEQUENCE VARIANT (ASV),AMPLICON SEQUENCE VARIANT (ASV),0.514443
31163,,,0.0
31164,,,0.0
31165,METAGENOME ASSEMBLED GENOMES (MAGs),METAGENOME ASSEMBLED GENOMES (MAGs),0.526089
31166,,,0.0
31167,,,0.0
31170,,,0.0
31171,FERTILIZERS,FERTILIZERS,0.504213
31172,,,0.0
31173,,,0.0
31174,MICROFAUNA,MICROFAUNA,0.483923
31175,,,0.0
31176,,,0.0
31177,,,0.0
31178,,,0.0
31179,,,0.0
31180,,,0.0
31181,,,0.0
31182,,,0.0
31183,,,0.0
31185,,,0.0
31186,,,0.0
31187,,,0.0
31195,,,0.0
31196,,,0.0
31197,,,0.0
31198,,,0.0
31199,CHLOROPHYLL CONCENTRATION,CHLOROPHYLL CONCENTRATION,0.611458
31200,,,0.0
31201,,,0.0
31202,,,0.0
31203,,,0.0
31204,,,0.0
31205,BREEDING PRODUCTIVITY,BREEDING PRODUCTIVITY,0.589611
31206,,,0.0
31207,SPECIES DISTRIBUTION MODELS,SPECIES DISTRIBUTION MODELS,0.597287
31208,,,0.0
31209,SPECIES/POPULATION INTERACTIONS,SPECIES/POPULATION INTERACTIONS,0.643748
31210,SOIL SALINITY/SOIL SODICITY,SOIL SALINITY/SOIL SODICITY,0.616169
31214,SPECIES DISTRIBUTION MODELS,SPECIES DISTRIBUTION MODELS,0.628707
31215,SPECIES DISTRIBUTION MODELS,SPECIES DISTRIBUTION MODELS,0.648626
31216,SLR (SATELLITE LASER RANGING),SLR (SATELLITE LASER RANGING),0.641168
31217,SILVICULTURE,SILVICULTURE,0.618866
31226,,,0.0
31227,ECOSYSTEM FUNCTIONS,ECOSYSTEM FUNCTIONS,0.589752
31228,,,0.0
31229,GEOMAGNETIC FORECASTS,GEOMAGNETIC FORECASTS,0.545987
31230,PLANT PHENOLOGY,PLANT PHENOLOGY,0.574707
31234,BOUNDARY SURVEYS,BOUNDARY SURVEYS,0.503524
31243,,,0.0
31244,,,0.0
31245,,,0.0
31246,,,0.0
31247,,,0.0
31248,,,0.0
31249,,,0.0
31251,SOIL ORGANIC CARBON (SOC),SOIL ORGANIC CARBON (SOC),0.634095
31253,SPECIES DISTRIBUTION MODELS,SPECIES DISTRIBUTION MODELS,0.59973
31258,,,0.0
31260,,,0.0
31266,NUTRITIONAL CONSTRAINTS,NUTRITIONAL CONSTRAINTS,0.601939
31267,,,0.0
31269,,,0.0
31271,SOIL ORGANIC CARBON (SOC),SOIL ORGANIC CARBON (SOC),0.614993
31273,SOIL MOISTURE,SOIL MOISTURE,0.5944
31274,NUTRITIONAL CONSTRAINTS,NUTRITIONAL CONSTRAINTS,0.601913
31276,METHANE,METHANE,0.574058
31290,,,0.0
31295,,,0.0
31300,AMPLICON SEQUENCING,AMPLICON SEQUENCING,0.521363
31301,,,0.0
31302,,,0.0
31303,,,0.0
31304,ENVIRONMENTAL VULNERABILITY INDEX (EVI),ENVIRONMENTAL VULNERABILITY INDEX (EVI),0.633122
31307,TOPOGRAPHIC EFFECTS,TOPOGRAPHIC EFFECTS,0.508888
31313,,,0.0
31315,HETEROTROPHIC RESPIRATION (Rh),HETEROTROPHIC RESPIRATION (Rh),0.635617
31316,BERYLLIUM-10 ANALYSIS,BERYLLIUM-10 ANALYSIS,0.537085
31317,POLYUNSATURATED FATTY ACID,POLYUNSATURATED FATTY ACID,0.603386
31318,ORGANIC MATTER,ORGANIC MATTER,0.579805
31319,,,0.0
31320,PHOSPHORUS,PHOSPHORUS,0.584553
31321,,,0.0
31322,,,0.0
31323,,,0.0
31324,,,0.0
31325,,,0.0
31326,,,0.0
31327,,,0.0
31328,,,0.0
31330,,,0.0
31332,,,0.0
31334,MOLECULAR NITROGEN,MOLECULAR NITROGEN,0.592735
31335,HETEROTROPHIC RESPIRATION (Rh),HETEROTROPHIC RESPIRATION (Rh),0.586905
31336,,,0.0
31340,,,0.0
31341,,,0.0
31347,,,0.0
31348,,,0.0
31349,,,0.0
31350,,,0.0
31352,,,0.0
31353,,,0.0
31355,ICE CORE RECORDS,ICE CORE RECORDS,0.573499
31356,DENITRIFICATION RATE,DENITRIFICATION RATE,0.654889
31357,ENVIRONMENTAL VULNERABILITY INDEX (EVI),ENVIRONMENTAL VULNERABILITY INDEX (EVI),0.568349
31358,GEOMAGNETIC FORECASTS,GEOMAGNETIC FORECASTS,0.540252
31360,,,0.0
31362,TREE RINGS,TREE RINGS,0.564596
31365,,,0.0
31368,,,0.0
31369,LAND SURFACE MODELS,LAND SURFACE MODELS,0.52169
31370,MASS EXTINCTIONS,MASS EXTINCTIONS,0.566721
31371,GLACIER TOPOGRAPHY/ICE SHEET TOPOGRAPHY,GLACIER TOPOGRAPHY/ICE SHEET TOPOGRAPHY,0.578424
31374,TORNADO PATH WIDTH,TORNADO PATH WIDTH,0.55705
31375,TOPOGRAPHIC EFFECTS,TOPOGRAPHIC EFFECTS,0.585155
31378,,,0.0
31379,,,0.0
31380,MOLECULAR NITROGEN,MOLECULAR NITROGEN,0.570877
31386,SLR (SATELLITE LASER RANGING),SLR (SATELLITE LASER RANGING),0.503008
31387,,,0.0
31389,,,0.0
31390,,,0.0
31391,,,0.0
31395,,,0.0
31396,,,0.0
31401,,,0.0
31402,,,0.0
31404,,,0.0
31405,,,0.0
31406,,,0.0
31407,,,0.0
31411,,,0.0
31412,NUTRITIONAL CONSTRAINTS,NUTRITIONAL CONSTRAINTS,0.620494
31413,NUTRITIONAL CONSTRAINTS,NUTRITIONAL CONSTRAINTS,0.616557
31417,,,0.0
31418,ALLIGATORS/CROCODILES,ALLIGATORS/CROCODILES,0.548593
31419,,,0.0
31420,,,0.0
31422,HETEROTROPHIC RESPIRATION (Rh),HETEROTROPHIC RESPIRATION (Rh),0.526351
31423,,,0.0
31424,,,0.0
31425,,,0.0
31429,,,0.0
31430,,,0.0
31432,SOIL ROOTING DEPTH,SOIL ROOTING DEPTH,0.573922
31433,,,0.0
31434,,,0.0
31435,,,0.0
31442,ENVIRONMENTAL ASSESSMENTS,ENVIRONMENTAL ASSESSMENTS,0.618233
31443,,,0.0
31444,,,0.0
31445,,,0.0
31447,,,0.0
31448,,,0.0
31449,MACROFAUNA,MACROFAUNA,0.568282
31450,POLYUNSATURATED FATTY ACID,POLYUNSATURATED FATTY ACID,0.694272
31453,,,0.0
31454,,,0.0
31455,,,0.0
31456,,,0.0
31457,,,0.0
31458,CORAL REEF EXTENT,CORAL REEF EXTENT,0.488607
31459,,,0.0
31460,,,0.0
31461,,,0.0
31466,,,0.0
31468,DROUGHT,DROUGHT,0.5805
31469,,,0.0
31475,,,0.0
31476,ORGANIC MATTER,ORGANIC MATTER,0.604938
31477,SOIL ROOTING DEPTH,SOIL ROOTING DEPTH,0.561658
31478,CARBON DIOXIDE,CARBON DIOXIDE,0.669682
31479,SPECIES DOMINANCE INDICES,SPECIES DOMINANCE INDICES,0.539238
31480,,,0.0
31481,,,0.0
31484,,,0.0
31487,,,0.0
31488,,,0.0
31494,,,0.0
31495,,,0.0
31496,,,0.0
31497,,,0.0
31501,DIGITAL ELEVATION/TERRAIN MODEL (DEM),DIGITAL ELEVATION/TERRAIN MODEL (DEM),0.544632
31504,ENVIRONMENTAL ASSESSMENTS,ENVIRONMENTAL ASSESSMENTS,0.528189
31506,MICROFOSSIL,MICROFOSSIL,0.574581
31508,,,0.0
31509,,,0.0
31510,AMPLICON SEQUENCE VARIANT (ASV),AMPLICON SEQUENCE VARIANT (ASV),0.542622
31511,AMPLICON SEQUENCE VARIANT (ASV),AMPLICON SEQUENCE VARIANT (ASV),0.550233
